,Label,Model,Year,HP,Min cost,Max cost
1700,Chevrolet,Malibu,2017,160,17.317,24.088
1701,Volvo,V60,2017,240,21.256,40.741
1702,Volvo,XC90,2010,235,8.662,15.11
1703,Volvo,S60,2015,240,15.161,23.433
1704,Volvo,S40,2009,168,5.974,7.021
1705,Volvo,C70,2013,227,16.427,21.555
1706,Volvo,XC70,2012,240,11.056,14.527
1707,Volvo,S90,2017,250,27.562,32.672
1708,Volvo,XC70,2012,240,11.056,14.527
1709,Volvo,XC90,2008,235,6.557,14.438
1710,Audi,Q3,2017,200,26.754,29.269
1711,Ford,F-150,2011,302,11.384,27.335
1712,BMW,X1,2020,228,37.663,38.858
1713,Volvo,V60,2016,240,17.642,34.402
1714,Volvo,XC90,2009,235,7.267,16.416
1715,Chevrolet,Malibu,2016,160,15.722,21.575
1716,Volvo,XC70,2011,240,8.359,13.076
1717,Volvo,C70,2012,227,12.77,13.741
1718,Honda,Insight,2021,107,25.767,30.872
1719,Volvo,S40,2008,168,4.29,8.736
1720,Volvo,S60,2014,250,13.611,21.304
1721,Volvo,XC90,2007,235,5.328,9.528
1722,Audi,Q3,2016,200,23.314,24.928
1723,Volvo,XC90,2021,250,49,70.25
1724,Volvo,XC70,2011,240,8.359,13.076
1725,BMW,X1,2019,228,33.391,36.023
1726,Volvo,XC90,2008,235,6.557,14.438
1727,Volvo,V60,2015,240,17.156,27.586
1728,Ford,F-150,2010,248,8.147,23.001
1729,Volvo,XC70,2010,235,8.847,13.625
1730,Chevrolet,Malibu,2015,196,13.666,16.348
1731,Volvo,C70,2011,227,9.84,9.84
1732,Volvo,S40,2007,168,4.533,7.939
1733,Volvo,S60,2013,250,10.571,15.494
1734,Honda,Insight,2020,107,21.254,28.365
1735,Volvo,C30,2013,227,11.945,16.953
1736,Volvo,XC90,2020,250,50.521,74.401
1737,Volvo,XC90,2007,235,5.328,9.528
1738,Volvo,XC70,2010,235,8.847,13.625
1739,BMW,X1,2018,228,29.561,31.304
1740,Audi,Q3,2015,200,20.138,21.999
1741,Volvo,V50,2011,227,7.933,13.439
1742,Chevrolet,Malibu,2014,182,12.006,15.368
1743,Volvo,C70,2010,227,8.922,9.894
1744,Volvo,XC70,2009,235,8.234,14.194
1745,Volvo,S60,2012,250,8.816,13.352
1746,Volvo,C30,2012,227,10.712,14.574
1747,Ford,F-150,2009,248,6.864,15.794
1748,Volvo,XC70,2009,235,8.234,14.194
1749,Honda,Insight,2019,151,23.832,27.555
1750,BMW,X1,2017,228,25.5,26.828
1751,Volvo,C30,2013,227,11.945,16.953
1752,Chevrolet,Malibu,2013,182,9.7,11.889
1753,Volvo,XC90,2019,250,45.254,91.24
1754,Volvo,C70,2013,227,16.427,21.555
1755,Volvo,XC70,2008,235,5.933,5.957
1756,Volvo,V50,2010,168,6.677,9.334
1757,Volvo,C70,2009,227,8.514,8.653
1758,Volvo,V70,2010,235,6.972,12.475
1759,Volvo,S60,2011,300,9.331,9.438
1760,Volvo,C30,2011,227,8.487,14.478
1761,Volvo,XC70,2008,235,5.933,5.957
1762,Volvo,C30,2012,227,10.712,14.574
1763,Honda,Insight,2014,98,9.664,12.387
1764,Volvo,C70,2012,227,12.77,13.741
1765,Ford,F-150,2008,202,6.355,13.457
1766,Chevrolet,Malibu,2012,169,7.291,8.55
1767,Volvo,C70,2008,227,6.196,7.086
1768,BMW,X1,2016,228,24.373,24.373
1769,Volvo,V50,2009,168,6.531,7.726
1770,Volvo,XC90,2018,250,38.655,86.112
1771,Volvo,S60,2009,208,6.712,7.449
1772,Volvo,V70,2008,235,6.03,6.03
1773,Volvo,C30,2010,227,7.183,8.057
1774,Chevrolet,Malibu,2011,169,6.721,7.757
1775,Volvo,C70,2011,227,9.84,9.84
1776,Volvo,C30,2011,227,8.487,14.478
1777,Ford,F-150,2007,202,5.778,11.757
1778,BMW,X1,2015,240,16.965,19.879
1779,Volvo,V50,2008,168,6.045,11.052
1780,Volvo,S60,2008,208,6.079,11.501
1781,Honda,Insight,2013,98,9.146,11.326
1782,Volvo,XC90,2017,250,32.064,68.319
1783,Volvo,C30,2009,227,6.682,10.62
1784,Volvo,C30,2010,227,7.183,8.057
1785,Volvo,C70,2010,227,8.922,9.894
1786,Chevrolet,Malibu,2010,169,5.919,6.729
1787,Volvo,S40,2011,227,7.053,12.446
1788,Volvo,S60,2021,250,38.95,64.8
1789,BMW,X1,2014,240,15.118,17.279
1790,Volvo,S60,2007,208,4.637,10.738
1791,Volvo,V50,2007,168,4.695,9.257
1792,Volvo,C30,2008,227,3.582,8.016
1793,Volvo,XC90,2016,250,30.152,40.679
1794,Honda,Insight,2012,98,8.035,10.093
1795,Volvo,C70,2009,227,8.514,8.653
1796,Volvo,C30,2009,227,6.682,10.62
1797,Chevrolet,Malibu,2009,169,5.089,5.597
1798,Volvo,S40,2010,168,5.831,10.031
1799,Volvo,XC90,2021,250,49,70.25
1800,Audi,Q5,2021,252,46.895,69.845
1801,Volvo,V90,2021,250,51.8,57.8
1802,Volvo,XC90,2014,240,16.967,20.627
1803,BMW,X1,2013,240,12.105,14.658
1804,Volvo,S60,2020,250,36.077,59.959
1805,Volvo,C30,2008,227,3.582,8.016
1806,Chevrolet,Malibu,2008,169,4.352,5.429
1807,Volvo,C70,2008,227,6.196,7.086
1808,Volvo,S40,2009,168,5.974,7.021
1809,Volvo,XC90,2021,250,49,70.25
1810,Volvo,XC90,2020,250,50.521,74.401
1811,Honda,Insight,2011,98,4.1,8.126
1812,Audi,Q5,2020,248,41.952,59.157
1813,Volvo,S60,2019,250,32.329,45.676
1814,Volvo,V90,2020,250,53.385,57.836
1815,Volvo,XC90,2013,240,13.701,18.34
1816,Chevrolet,Malibu,2007,144,3.471,5.408
1817,Volvo,S80,2016,240,19.567,21.785
1818,Volvo,S40,2008,168,4.29,8.736
1819,Volvo,XC90,2019,250,45.254,91.24
1820,Honda,Insight,2010,98,6.684,7.632
1821,Audi,Q5,2019,248,38.791,53.917
1822,Volvo,S40,2011,227,7.053,12.446
1823,Volvo,V90,2019,250,45.275,51.926
1824,Volvo,S60,2018,240,24.745,45.333
1825,Volvo,XC90,2020,250,50.521,74.401
1826,Volvo,XC90,2012,240,12.265,17.342
1827,Chevrolet,Malibu Hybrid,2019,122,25.692,25.692
1828,Volvo,S80,2015,240,16.808,27.42
1829,Volvo,V60,2021,250,40.95,67.3
1830,Volvo,S40,2007,168,4.533,7.939
1831,Volvo,XC90,2018,250,38.655,86.112
1832,BMW,X2,2021,228,40.557,49.209
1833,Ford,Fiesta,2019,120,15.692,22.552
1834,Volvo,S40,2010,168,5.831,10.031
1835,Audi,Q5,2018,252,34.308,47.712
1836,Volvo,XC90,2019,250,45.254,91.24
1837,Volvo,XC90,2011,235,8.936,10.75
1838,Volvo,V90,2018,250,37.721,49.421
1839,Volvo,S60,2017,240,22.319,40.358
1840,Chevrolet,Malibu Hybrid,2018,124,22.399,22.399
1841,Volvo,V60,2020,250,40.331,64.247
1842,Volvo,XC90,2017,250,32.064,68.319
1843,Volvo,C70,2013,227,16.427,21.555
1844,Ford,Fiesta,2018,120,13.487,21.359
1845,Volvo,S80,2014,240,14.931,18.694
1846,Volvo,S40,2009,168,5.974,7.021
1847,Audi,Q5,2017,220,28.739,38.141
1848,BMW,X2,2020,228,37.378,46.21
1849,Volvo,XC90,2018,250,38.655,86.112
1850,Volvo,XC90,2010,235,8.662,15.11
1851,Volvo,S60,2016,240,17.64,33.232
1852,Volvo,C70,2013,227,16.427,21.555
1853,Chevrolet,Malibu Hybrid,2017,124,20.875,20.875
1854,Volvo,XC90,2016,250,30.152,40.679
1855,Volvo,C70,2012,227,12.77,13.741
1856,Volvo,S40,2008,168,4.29,8.736
1857,Volvo,V60,2019,250,35.812,45.395
1858,Volvo,S80,2013,240,12.14,15.232
1859,Audi,Q5,2016,220,24.716,32.097
1860,BMW,X2,2019,228,34.153,43.598
1861,Volvo,S60,2015,240,15.161,23.433
1862,Volvo,XC90,2017,250,32.064,68.319
1863,Volvo,XC90,2009,235,7.267,16.416
1864,Ford,Fiesta,2017,120,11.835,19.268
1865,Volvo,C70,2012,227,12.77,13.741
1866,Volvo,XC90,2014,240,16.967,20.627
1867,Volvo,C70,2011,227,9.84,9.84
1868,Chevrolet,Malibu Hybrid,2016,124,18.971,18.971
1869,Volvo,V60,2018,240,27.467,47.054
1870,Volvo,S40,2007,168,4.533,7.939
1871,Honda,Odyssey,2021,280,35.825,51.381
1872,Volvo,S80,2012,240,9.784,18.955
1873,Volvo,S60,2021,250,38.95,64.8
1874,Audi,Q5,2015,220,22.376,29.544
1875,Volvo,XC90,2016,250,30.152,40.679
1876,Volvo,C70,2011,227,9.84,9.84
1877,BMW,X2,2018,228,33.258,33.258
1878,Volvo,XC90,2008,235,6.557,14.438
1879,Volvo,S60,2014,250,13.611,21.304
1880,Ford,Fiesta,2016,120,10.326,16.58
1881,Volvo,C70,2010,227,8.922,9.894
1882,Volvo,XC90,2013,240,13.701,18.34
1883,Chevrolet,Malibu Hybrid,2009,164,4.608,4.608
1884,Volvo,V60,2017,240,21.256,40.741
1885,Volvo,XC40,2021,187,33.7,53.99
1886,Volvo,S80,2011,240,7.951,8.766
1887,Audi,Q5,2014,220,18.561,25.709
1888,Volvo,S60,2020,250,36.077,59.959
1889,Volvo,XC90,2007,235,5.328,9.528
1890,Volvo,C70,2010,227,8.922,9.894
1891,Volvo,XC90,2014,240,16.967,20.627
1892,Honda,Odyssey,2020,280,33.392,47.624
1893,Volvo,C70,2009,227,8.514,8.653
1894,Ford,Fiesta,2015,120,9.168,14.752
1895,Volvo,XC90,2012,240,12.265,17.342
1896,Volvo,S60,2013,250,10.571,15.494
1897,Volvo,V60,2016,240,17.642,34.402
1898,Volvo,S80,2010,235,7.12,11.977
1899,Volvo,C30,2013,227,11.945,16.953
1900,Volvo,C70,2009,227,8.514,8.653
1901,Volvo,XC90,2013,240,13.701,18.34
1902,Audi,Q5,2013,211,16.279,19.63
1903,Volvo,S60,2019,250,32.329,45.676
1904,Volvo,XC40,2020,187,36.446,45.116
1905,Volvo,C70,2008,227,6.196,7.086
1906,Volvo,S60,2012,250,8.816,13.352
1907,Honda,Odyssey,2019,280,31.974,44.76
1908,Volvo,C30,2012,227,10.712,14.574
1909,Volvo,XC90,2011,235,8.936,10.75
1910,Volvo,S80,2009,235,7.311,9.946
1911,Volvo,C70,2008,227,6.196,7.086
1912,Ford,Fiesta,2014,120,7.888,13.893
1913,Audi,Q5,2012,211,13.075,15.19
1914,Volvo,V60,2015,240,17.156,27.586
1915,Volvo,XC90,2012,240,12.265,17.342
1916,Volvo,S60,2021,250,38.95,64.8
1917,Volvo,XC40,2019,187,35.389,40.872
1918,Volvo,S60,2018,240,24.745,45.333
1919,Volvo,S60,2011,300,9.331,9.438
1920,Volvo,C30,2011,227,8.487,14.478
1921,Volvo,XC90,2010,235,8.662,15.11
1922,Volvo,S80,2008,235,5.316,7.192
1923,BMW,X3,2021,180,43,69.9
1924,Audi,Q5,2011,211,10.568,12.516
1925,Volvo,S40,2011,227,7.053,12.446
1926,Honda,Odyssey,2018,280,27.194,38.127
1927,Volvo,S60,2020,250,36.077,59.959
1928,Volvo,XC90,2011,235,8.936,10.75
1929,Volvo,S60,2017,240,22.319,40.358
1930,Ford,Fiesta,2013,120,6.545,8.376
1931,Volvo,S40,2011,227,7.053,12.446
1932,Volvo,C30,2010,227,7.183,8.057
1933,Volvo,S60,2009,208,6.712,7.449
1934,Volvo,S60,2019,250,32.329,45.676
1935,Volvo,S80,2007,235,4.437,4.7
1936,Audi,Q5,2010,270,9.82,10.662
1937,Volvo,XC90,2009,235,7.267,16.416
1938,Volvo,S40,2010,168,5.831,10.031
1939,Volvo,S60,2016,240,17.64,33.232
1940,Honda,Odyssey,2017,248,24.392,34.264
1941,Volvo,V70,2010,235,6.972,12.475
1942,BMW,X3,2020,180,45.085,76.343
1943,Volvo,XC90,2010,235,8.662,15.11
1944,Volvo,S40,2010,168,5.831,10.031
1945,Volvo,S60,2018,240,24.745,45.333
1946,Audi,Q5,2009,270,8.352,8.438
1947,Volvo,S60,2008,208,6.079,11.501
1948,Volvo,C30,2009,227,6.682,10.62
1949,Ford,Fiesta,2012,120,5.57,6.909
1950,Volvo,S40,2009,168,5.974,7.021
1951,Volvo,XC90,2008,235,6.557,14.438
1952,Volvo,V70,2008,235,6.03,6.03
1953,Honda,Odyssey,2016,248,21.629,30.181
1954,BMW,X3,2019,248,38.009,50.604
1955,Volvo,XC90,2009,235,7.267,16.416
1956,Volvo,S60,2015,240,15.161,23.433
1957,Volvo,S40,2009,168,5.974,7.021
1958,Volvo,C30,2008,227,3.582,8.016
1959,Volvo,S60,2007,208,4.637,10.738
1960,Ford,Fiesta,2011,120,5.066,6.048
1961,Volvo,S60,2017,240,22.319,40.358
1962,Volvo,S40,2008,168,4.29,8.736
1963,Volvo,XC90,2007,235,5.328,9.528
1964,Honda,Odyssey,2015,248,18.952,26.731
1965,Volvo,XC90,2008,235,6.557,14.438
1966,Volvo,S60,2014,250,13.611,21.304
1967,BMW,X3,2018,248,37.31,46.444
1968,Volvo,S40,2007,168,4.533,7.939
1969,Ford,Flex,2019,287,28.015,37.698
1970,Volvo,S60,2016,240,17.64,33.232
1971,Volvo,S40,2008,168,4.29,8.736
1972,Volvo,S90,2021,313,51.55,60.05
1973,Volvo,C30,2013,227,11.945,16.953
1974,Chevrolet,Silverado 1500,2021,277,29.3,57.7
1975,BMW,X3,2017,180,28.521,32.948
1976,Honda,Odyssey,2014,248,16.101,22.47
1977,Audi,Q7,2021,248,60.951,99.883
1978,Volvo,XC90,2007,235,5.328,9.528
1979,Volvo,S60,2015,240,15.161,23.433
1980,Volvo,C30,2012,227,10.712,14.574
1981,Volvo,S40,2007,168,4.533,7.939
1982,Volvo,S60,2013,250,10.571,15.494
1983,Volvo,S90,2020,313,43.346,62.38
1984,Volvo,V90,2021,250,51.8,57.8
1985,Volvo,S80,2016,240,19.567,21.785
1986,Ford,Flex,2018,290,25.109,34.307
1987,Volvo,C30,2013,227,11.945,16.953
1988,BMW,X3,2016,180,23.62,27.534
1989,Audi,Q7,2020,248,57.478,95.111
1990,Volvo,S60,2014,250,13.611,21.304
1991,Chevrolet,Silverado 1500,2020,277,33.996,62.556
1992,Volvo,C30,2011,227,8.487,14.478
1993,Honda,Odyssey,2013,248,13.895,18.491
1994,Volvo,S60,2012,250,8.816,13.352
1995,Volvo,XC60,2021,250,41.7,69.5
1996,Volvo,V90,2020,250,53.385,57.836
1997,Volvo,S90,2019,250,37.158,52.288
1998,Volvo,C30,2012,227,10.712,14.574
1999,Volvo,S80,2015,240,16.808,27.42
2000,Chevrolet,Silverado 1500,2019,277,33.082,58.474
2001,Volvo,S60,2013,250,10.571,15.494
2002,Audi,Q7,2019,248,47.509,58.642
2003,BMW,X3,2015,180,19.826,22.287
2004,Volvo,C70,2013,227,16.427,21.555
2005,Volvo,C30,2010,227,7.183,8.057
2006,Honda,Odyssey,2012,248,11.895,15.595
2007,Ford,Flex,2017,287,22.319,29.421
2008,Volvo,S60,2011,300,9.331,9.438
2009,Volvo,XC60,2020,250,42.976,67.92
2010,Volvo,V90,2019,250,45.275,51.926
2011,Volvo,S60,2021,250,38.95,64.8
2012,Volvo,C30,2011,227,8.487,14.478
2013,Volvo,S90,2018,250,31.7,44.808
2014,Volvo,S80,2014,240,14.931,18.694
2015,Chevrolet,Silverado 1500,2018,285,25.9,50.401
2016,BMW,X3,2014,240,17.674,19.613
2017,Volvo,S60,2012,250,8.816,13.352
2018,Volvo,C30,2009,227,6.682,10.62
2019,Honda,Odyssey,2011,248,9.636,13.294
2020,Audi,Q7,2018,252,41.413,49.273
2021,Volvo,C70,2012,227,12.77,13.741
2022,Ford,Flex,2016,287,20.353,26.472
2023,Volvo,V90,2018,250,37.721,49.421
2024,Volvo,C30,2010,227,7.183,8.057
2025,Volvo,S80,2013,240,12.14,15.232
2026,Volvo,S90,2017,250,27.562,32.672
2027,Volvo,S60,2009,208,6.712,7.449
2028,Volvo,S60,2021,250,38.95,64.8
2029,Volvo,XC60,2019,250,38.215,52.342
2030,Volvo,C30,2008,227,3.582,8.016
2031,Volvo,S60,2020,250,36.077,59.959
2032,Chevrolet,Silverado 1500,2017,285,24.926,47.627
2033,Honda,Odyssey,2010,244,7.639,9.629
2034,Volvo,C70,2011,227,9.84,9.84
2035,BMW,X3,2013,240,13.96,15.358
2036,Volvo,S60,2011,300,9.331,9.438
2037,Volvo,S80,2012,240,9.784,18.955
2038,Volvo,C30,2009,227,6.682,10.62
2039,Volvo,S60,2008,208,6.079,11.501
2040,Audi,Q7,2017,252,36.757,42.077
2041,Ford,Flex,2015,287,18.502,23.678
2042,Volvo,S60,2020,250,36.077,59.959
2043,Volvo,XC60,2018,250,37.223,49.733
2044,Chevrolet,Silverado 1500,2016,285,22.551,41.948
2045,Volvo,S60,2019,250,32.329,45.676
2046,Volvo,S60,2009,208,6.712,7.449
2047,BMW,X3,2012,258,12.622,13.96
2048,Volvo,C70,2010,227,8.922,9.894
2049,Honda,Odyssey,2009,244,6.116,8.413
2050,Volvo,C30,2008,227,3.582,8.016
2051,Audi,Q7,2015,240,25.409,30.566
2052,Volvo,S80,2011,240,7.951,8.766
2053,Volvo,S60,2007,208,4.637,10.738
2054,Ford,Flex,2014,287,15.7,20.735
2055,Volvo,V50,2011,227,7.933,13.439
2056,Volvo,S60,2018,240,24.745,45.333
2057,Volvo,XC60,2017,240,26.016,31.718
2058,Volvo,S60,2008,208,6.079,11.501
2059,Volvo,C70,2009,227,8.514,8.653
2060,Volvo,S60,2019,250,32.329,45.676
2061,BMW,X3,2011,240,11.008,11.77
2062,Volvo,S80,2010,235,7.12,11.977
2063,Chevrolet,Silverado 1500,2015,285,21.087,40.296
2064,Audi,Q7,2014,240,22.157,26.188
2065,Honda,Odyssey,2008,241,6.245,7.724
2066,Volvo,XC40,2021,187,33.7,53.99
2067,Ford,Flex,2013,287,13.289,16.284
2068,Volvo,V50,2010,168,6.677,9.334
2069,Volvo,XC60,2016,240,19.291,30.378
2070,Volvo,C70,2008,227,6.196,7.086
2071,BMW,X3,2010,260,7.939,7.939
2072,Volvo,S60,2007,208,4.637,10.738
2073,Volvo,S60,2017,240,22.319,40.358
2074,Volvo,S60,2018,240,24.745,45.333
2075,Audi,Q7,2013,240,18.695,21.989
2076,Volvo,S80,2009,235,7.311,9.946
2077,Chevrolet,Silverado 1500,2014,285,18.164,34.907
2078,Volvo,V50,2009,168,6.531,7.726
2079,Volvo,XC40,2020,187,36.446,45.116
2080,BMW,X3,2009,260,8.298,8.298
2081,Volvo,XC60,2015,240,16.99,24.923
2082,Honda,Odyssey,2007,244,5.228,6.662
2083,Volvo,S80,2016,240,19.567,21.785
2084,Volvo,S60,2016,240,17.64,33.232
2085,Ford,Flex,2012,262,10.819,14.442
2086,Audi,Q7,2012,225,14.595,17.887
2087,Volvo,C70,2013,227,16.427,21.555
2088,Volvo,V50,2008,168,6.045,11.052
2089,Volvo,S60,2017,240,22.319,40.358
2090,Volvo,S40,2011,227,7.053,12.446
2091,Volvo,S80,2008,235,5.316,7.192
2092,Volvo,XC40,2019,187,35.389,40.872
2093,BMW,X3,2008,260,7.076,7.076
2094,Volvo,C70,2013,227,16.427,21.555
2095,Volvo,S80,2015,240,16.808,27.42
2096,Chevrolet,Silverado 1500,2013,195,14.321,25.726
2097,Volvo,V50,2007,168,4.695,9.257
2098,Volvo,XC60,2014,240,15.073,20.872
2099,Volvo,S60,2015,240,15.161,23.433
2100,Volvo,S60,2016,240,17.64,33.232
2101,Volvo,C70,2012,227,12.77,13.741
2102,Audi,Q7,2011,225,11.815,14.626
2103,Volvo,S80,2007,235,4.437,4.7
2104,Volvo,S80,2016,240,19.567,21.785
2105,Volvo,S40,2010,168,5.831,10.031
2106,Ford,Flex,2011,262,9.018,13.212
2107,Volvo,C70,2012,227,12.77,13.741
2108,BMW,X3,2007,260,6.357,6.357
2109,Volvo,S80,2014,240,14.931,18.694
2110,Chevrolet,Silverado 1500,2012,195,12.517,21.912
2111,Audi,Q7,2010,225,11.256,13.459
2112,Volvo,S60,2014,250,13.611,21.304
2113,Volvo,S80,2015,240,16.808,27.42
2114,Volvo,XC60,2013,240,13.149,18.377
2115,Volvo,C70,2011,227,9.84,9.84
2116,Volvo,S60,2015,240,15.161,23.433
2117,Volvo,C70,2011,227,9.84,9.84
2118,Volvo,S40,2009,168,5.974,7.021
2119,Ford,Flex,2010,262,8.321,10.098
2120,Volvo,S80,2013,240,12.14,15.232
2121,Chevrolet,Silverado 1500,2011,195,10.046,29.652
2122,Volvo,S60,2013,250,10.571,15.494
2123,Audi,Q7,2009,225,8.674,12.627
2124,Volvo,S80,2014,240,14.931,18.694
2125,Volvo,XC60,2012,240,10.614,15.609
2126,Volvo,S40,2008,168,4.29,8.736
2127,Volvo,C70,2010,227,8.922,9.894
2128,Volvo,S80,2012,240,9.784,18.955
2129,Volvo,S60,2014,250,13.611,21.304
2130,Volvo,C70,2010,227,8.922,9.894
2131,Ford,Flex,2009,262,6.611,7.582
2132,Chevrolet,Silverado 1500,2010,195,9.939,20.275
2133,Volvo,S60,2012,250,8.816,13.352
2134,Honda,Passport,2021,280,32.79,44.18
2135,Audi,Q7,2008,280,8.833,10.824
2136,Volvo,XC60,2011,240,8.446,17.83
2137,Volvo,V60,2021,250,40.95,67.3
2138,Volvo,S40,2007,168,4.533,7.939
2139,Volvo,S80,2013,240,12.14,15.232
2140,Volvo,C70,2009,227,8.514,8.653
2141,Volvo,C70,2009,227,8.514,8.653
2142,Volvo,S80,2011,240,7.951,8.766
2143,Volvo,S90,2021,313,51.55,60.05
2144,Volvo,S60,2013,250,10.571,15.494
2145,Ford,Focus,2018,123,15.224,41.471
2146,Chevrolet,Silverado 1500,2009,195,8.386,18.697
2147,Volvo,S60,2011,300,9.331,9.438
2148,Volvo,V60,2020,250,40.331,64.247
2149,Audi,Q7,2007,280,6.261,8.729
2150,Volvo,S80,2012,240,9.784,18.955
2151,Honda,Passport,2020,280,34.165,44.302
2152,Volvo,S60,2012,250,8.816,13.352
2153,Volvo,C70,2008,227,6.196,7.086
2154,Volvo,XC60,2010,235,7.706,8.997
2155,Volvo,C70,2008,227,6.196,7.086
2156,Volvo,S80,2010,235,7.12,11.977
2157,Volvo,S90,2020,313,43.346,62.38
2158,Volvo,S60,2009,208,6.712,7.449
2159,Chevrolet,Silverado 1500,2008,195,8.052,14.435
2160,Volvo,V60,2019,250,35.812,45.395
2161,Ford,Focus,2017,123,13.816,37.8
2162,Volvo,S60,2011,300,9.331,9.438
2163,Volvo,XC70,2016,240,20.219,28.501
2164,BMW,X4,2021,248,51.6,73.4
2165,Volvo,S80,2011,240,7.951,8.766
2166,Chevrolet,Silverado 1500,2007,195,5.844,12.608
2167,Volvo,S90,2019,250,37.158,52.288
2168,Volvo,S80,2009,235,7.311,9.946
2169,Honda,Passport,2019,280,33.069,41.661
2170,Volvo,S60,2008,208,6.079,11.501
2171,Volvo,V60,2018,240,27.467,47.054
2172,Volvo,S40,2011,227,7.053,12.446
2173,Volvo,XC60,2021,250,41.7,69.5
2174,Volvo,S60,2009,208,6.712,7.449
2175,Volvo,XC70,2015,240,19.331,28.847
2176,Volvo,S40,2011,227,7.053,12.446
2177,Volvo,S80,2010,235,7.12,11.977
2178,Ford,Focus,2016,123,12.113,32.912
2179,BMW,X4,2020,248,53.909,78.754
2180,Volvo,S80,2008,235,5.316,7.192
2181,Chevrolet,Silverado 1500 Hybrid,2013,332,20.024,25.26
2182,Volvo,S60,2007,208,4.637,10.738
2183,Volvo,S60,2021,250,38.95,64.8
2184,Volvo,S90,2018,250,31.7,44.808
2185,Volvo,S40,2010,168,5.831,10.031
2186,Volvo,V60,2017,240,21.256,40.741
2187,Volvo,XC70,2014,240,15.51,21.968
2188,Volvo,S60,2008,208,6.079,11.501
2189,Volvo,S40,2010,168,5.831,10.031
2190,Volvo,S80,2009,235,7.311,9.946
2191,Volvo,XC60,2020,250,42.976,67.92
2192,Ford,Focus,2015,123,10.512,18.557
2193,Volvo,S80,2007,235,4.437,4.7
2194,BMW,X4,2019,248,47.966,55.564
2195,Chevrolet,Silverado 1500 Hybrid,2012,N/A,15.635,21.203
2196,Volvo,S60,2020,250,36.077,59.959
2197,Volvo,S90,2017,250,27.562,32.672
2198,Volvo,S40,2009,168,5.974,7.021
2199,Volvo,XC70,2013,240,14.281,19.367
2200,Volvo,V60,2016,240,17.642,34.402
2201,Volvo,S80,2008,235,5.316,7.192
2202,Volvo,S40,2009,168,5.974,7.021
2203,Volvo,S60,2007,208,4.637,10.738
2204,BMW,X4,2018,240,38.768,44.111
2205,Chevrolet,Silverado 1500 Hybrid,2011,332,12.756,16.105
2206,Volvo,XC60,2019,250,38.215,52.342
2207,Ford,Focus,2014,159,9.079,16.418
2208,Volvo,S60,2019,250,32.329,45.676
2209,Audi,Q8,2021,335,77.052,138.814
2210,Volvo,S80,2007,235,4.437,4.7
2211,Chevrolet,Silverado 1500 Hybrid,2010,332,11.462,14.5
2212,Volvo,S40,2008,168,4.29,8.736
2213,Volvo,S80,2016,240,19.567,21.785
2214,Volvo,S40,2008,168,4.29,8.736
2215,Volvo,XC70,2012,240,11.056,14.527
2216,Volvo,V60,2015,240,17.156,27.586
2217,BMW,X4,2017,240,33.755,39.759
2218,Volvo,XC60,2018,250,37.223,49.733
2219,Volvo,S40,2007,168,4.533,7.939
2220,Volvo,S60,2018,240,24.745,45.333
2221,Volvo,XC70,2011,240,8.359,13.076
2222,Ford,Focus,2013,160,7.512,14.038
2223,Volvo,S80,2015,240,16.808,27.42
2224,Audi,Q8,2020,335,72.003,76.275
2225,Volvo,S40,2007,168,4.533,7.939
2226,Volvo,V50,2011,227,7.933,13.439
2227,Volvo,XC60,2017,240,26.016,31.718
2228,Volvo,S80,2016,240,19.567,21.785
2229,BMW,X4,2016,240,29.775,31.441
2230,Honda,Pilot,2021,280,32.55,50.22
2231,Volvo,S80,2014,240,14.931,18.694
2232,Volvo,S60,2017,240,22.319,40.358
2233,Volvo,XC70,2010,235,8.847,13.625
2234,Volvo,S90,2021,313,51.55,60.05
2235,Ford,Focus,2012,160,6.023,7.694
2236,Audi,Q8,2019,335,66.074,72.982
2237,Volvo,V50,2010,168,6.677,9.334
2238,Volvo,V70,2010,235,6.972,12.475
2239,Honda,Pilot,2020,280,33.725,50.163
2240,Volvo,XC60,2016,240,19.291,30.378
2241,Volvo,S80,2015,240,16.808,27.42
2242,Volvo,S80,2013,240,12.14,15.232
2243,Volvo,S90,2021,313,51.55,60.05
2244,Volvo,S90,2020,313,43.346,62.38
2245,BMW,X4,2015,240,24.636,25.717
2246,Ford,Focus,2011,136,5.349,5.878
2247,Chevrolet,Silverado HD,2012,322,17.119,35.572
2248,Volvo,XC70,2009,235,8.234,14.194
2249,Volvo,V50,2009,168,6.531,7.726
2250,Volvo,S60,2016,240,17.64,33.232
2251,Volvo,V70,2008,235,6.03,6.03
2252,Honda,Pilot,2019,280,31.34,44.198
2253,Volvo,S90,2020,313,43.346,62.38
2254,Volvo,XC60,2015,240,16.99,24.923
2255,Volvo,S80,2014,240,14.931,18.694
2256,Volvo,S80,2012,240,9.784,18.955
2257,Volvo,S90,2019,250,37.158,52.288
2258,Ford,Focus,2010,136,4.976,6.119
2259,Volvo,XC70,2008,235,5.933,5.957
2260,Volvo,S60,2015,240,15.161,23.433
2261,Volvo,V50,2008,168,6.045,11.052
2262,Chevrolet,Silverado HD,2011,322,15.155,41.812
2263,Volvo,S60,2021,250,38.95,64.8
2264,Volvo,S80,2013,240,12.14,15.232
2265,Volvo,S90,2019,250,37.158,52.288
2266,Volvo,XC60,2014,240,15.073,20.872
